15:20:00.629,(-0.078575, 0.114640, 4.500000),0,0.5,0.3777778,True
15:20:00.654,(-0.356357, -0.725321, 4.500000),0,0.5,0.3722222,True
15:20:00.667,(-0.349744, -0.718707, 4.500000),0,0.5,0.3666667,True
15:20:00.691,(-0.343131, -0.712093, 4.500000),0,0.5,0.3666667,True
15:20:00.707,(-0.329902, -0.685638, 4.500000),0.06629227,0.5,0.3666667,True
15:20:00.735,(-0.316674, -0.672410, 4.500000),0.1535832,0.5,0.3666667,True
15:20:00.757,(-0.303447, -0.626113, 4.500000),0.1836162,0.5,0.3666667,True
15:20:00.772,(-0.276992, -0.579816, 4.500000),0.1836162,0.5,0.3666667,True
15:20:00.786,(-0.257151, -0.553360, 4.500000),0.2474667,0.5,0.3666667,True
15:20:00.812,(-0.243922, -0.520291, 4.500000),0.3763887,0.5,0.3611111,True
15:20:00.827,(-0.210854, -0.460766, 4.500000),0.4520816,0.5,0.3611111,True
15:20:00.853,(-0.197625, -0.434311, 4.500000),0.5049444,0.5,0.3555556,True
15:20:00.873,(-0.157942, -0.361558, 4.500000),0.5640337,0.5,0.3555556,True
15:20:00.893,(-0.131487, -0.308647, 4.500000),0.5957758,0.5,0.3555556,True
15:20:00.909,(-0.098417, -0.255736, 4.500000),0.6126236,0.5,0.35,True
15:20:00.934,(-0.065348, -0.202825, 4.500000),0.6397265,0.5,0.3444445,True
15:20:00.950,(-0.025665, -0.156528, 4.500000),0.6463192,0.5,0.3444445,True
15:20:00.977,(0.007405, -0.103617, 4.500000),0.6544988,0.5,0.3444445,True
15:20:00.999,(0.060315, -0.063934, 4.500000),0.6651202,0.5,0.3388889,True
15:20:01.017,(0.099999, -0.037479, 4.500000),0.6646319,0.5,0.3388889,True
15:20:01.030,(0.146296, -0.024251, 4.500000),0.6646319,0.5,0.3388889,True
15:20:01.055,(0.172751, -0.017637, 4.500000),0.6713466,0.5,0.3333333,True
15:20:01.072,(0.238889, -0.030865, 4.500000),0.6702479,0.5,0.3333333,True
15:20:01.100,(0.265346, -0.044092, 4.500000),0.6700037,0.5,0.3333333,True
15:20:01.121,(0.318256, -0.077162, 4.500000),0.6648761,0.5,0.3333333,True
15:20:01.136,(0.344711, -0.116845, 4.500000),0.6649982,0.5,0.3333333,True
15:20:01.155,(0.351326, -0.136687, 4.500000),0.6649982,0.5,0.3333333,True
15:20:01.180,(0.357940, -0.169756, 4.500000),0.6660969,0.5,0.3333333,True
15:20:01.195,(0.357940, -0.216053, 4.500000),0.6675619,0.5,0.3333333,True
15:20:01.220,(0.344711, -0.235895, 4.500000),0.6675619,0.5,0.3333333,True
15:20:01.241,(0.324871, -0.275578, 4.500000),0.6675619,0.5,0.3333333,True
15:20:01.260,(0.271959, -0.321875, 4.500000),0.6664632,0.5,0.3388889,True
15:20:01.279,(0.219049, -0.354944, 4.500000),0.6678061,0.5,0.3388889,True
15:20:01.304,(0.152911, -0.388014, 4.500000),0.6711024,0.5,0.3388889,True
15:20:01.320,(0.080157, -0.421083, 4.500000),0.6745208,0.5,0.3388889,True
15:20:01.346,(0.014019, -0.447538, 4.500000),0.6787938,0.5,0.3333333,True
15:20:01.365,(-0.052120, -0.467380, 4.500000),0.6787938,0.5,0.3333333,True
15:20:01.387,(-0.118258, -0.487222, 4.500000),0.6818459,0.5,0.3333333,True
15:20:01.401,(-0.204239, -0.500449, 4.500000),0.6818459,0.5,0.3333333,True
15:20:01.425,(-0.243922, -0.507063, 4.500000),0.6836772,0.5,0.3388889,True
15:20:01.442,(-0.290219, -0.507063, 4.500000),0.6836772,0.5,0.3388889,True
15:20:01.469,(-0.336516, -0.500449, 4.500000),0.6841655,0.5,0.3444445,True
15:20:01.490,(-0.376199, -0.487221, 4.500000),0.6852643,0.5,0.3444445,True
15:20:01.509,(-0.396041, -0.473994, 4.500000),0.6853864,0.5,0.3444445,True
15:20:01.530,(-0.415883, -0.454152, 4.500000),0.690514,0.5,0.3444445,True
15:20:01.553,(-0.435724, -0.434311, 4.500000),0.6942986,0.5,0.3444445,True
15:20:01.568,(-0.448953, -0.407855, 4.500000),0.6942986,0.5,0.3444445,True
15:20:01.596,(-0.448953, -0.394627, 4.500000),1,0.5,0.35,True
15:20:01.616,(-0.448953, -0.394627, 4.500000),1,0.5,0.35,True
15:20:01.636,(-0.448953, -0.394627, 4.500000),1,0.5,0.35,True
15:20:01.649,(-0.448953, -0.407855, 4.500000),1,0.5,0.35,True
15:20:01.676,(-0.448953, -0.421083, 4.500000),1,0.5,0.35,True
15:20:01.694,(-0.442338, -0.440925, 4.500000),1,0.5,0.3555556,True
15:20:01.720,(-0.435724, -0.460766, 4.500000),1,0.5,0.3555556,True
15:20:01.740,(-0.435724, -0.493835, 4.500000),1,0.5,0.3555556,True
15:20:01.755,(-0.435724, -0.526905, 4.500000),1,0.5,0.3555556,True
15:20:01.772,(-0.429111, -0.553360, 4.500000),1,0.5,0.3555556,True
15:20:01.798,(-0.429111, -0.579816, 4.500000),1,0.5,0.3555556,True
15:20:01.813,(-0.422496, -0.639340, 4.500000),1,0.5,0.3555556,True
15:20:01.837,(-0.422496, -0.672410, 4.500000),1,0.5,0.3555556,True
15:20:01.859,(-0.422496, -0.718707, 4.500000),1,0.5,0.3555556,True
15:20:01.880,(-0.429111, -0.778232, 4.500000),1,0.5,0.3555556,True
15:20:01.896,(-0.442338, -0.831143, 4.500000),1,0.5,0.3555556,True
15:20:01.921,(-0.468795, -0.870826, 4.500000),1,0.5,0.3555556,True
